"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - train/loss","MIN","MAX"
"21834","21833","21833","21833","3.1913","3.1913","3.1913"
"21866","21865","21865","21865","3.1686","3.1686","3.1686"
"21876","21875","21875","21875","3.1635","3.1635","3.1635"
"21884","21883","21883","21883","3.1945","3.1945","3.1945"
"21888","21887","21887","21887","3.1602","3.1602","3.1602"
"21901","21900","21900","21900","3.1684","3.1684","3.1684"
"21906","21905","21905","21905","3.1804","3.1804","3.1804"
"21924","21923","21923","21923","3.2111","3.2111","3.2111"
"21933","21932","21932","21932","3.1834","3.1834","3.1834"
"21967","21966","21966","21966","3.1811","3.1811","3.1811"
"21999","21998","21998","21998","3.1763","3.1763","3.1763"
"22037","22036","22036","22036","3.1871","3.1871","3.1871"
"22043","22042","22042","22042","3.1784","3.1784","3.1784"
"22057","22056","22056","22056","3.1879","3.1879","3.1879"
"22059","22058","22058","22058","3.1457","3.1457","3.1457"
"22081","22080","22080","22080","3.1765","3.1765","3.1765"
"22083","22082","22082","22082","3.1733","3.1733","3.1733"
"22090","22089","22089","22089","3.1811","3.1811","3.1811"
"22094","22093","22093","22093","3.1608","3.1608","3.1608"
"22099","22098","22098","22098","3.1463","3.1463","3.1463"
"22101","22100","22100","22100","3.1833","3.1833","3.1833"
"22102","22101","22101","22101","3.1627","3.1627","3.1627"
"22107","22106","22106","22106","3.1726","3.1726","3.1726"
"22190","22189","22189","22189","3.173","3.173","3.173"
"22198","22197","22197","22197","3.1658","3.1658","3.1658"
"22203","22202","22202","22202","3.1693","3.1693","3.1693"
"22233","22232","22232","22232","3.1562","3.1562","3.1562"
"22237","22236","22236","22236","3.1737","3.1737","3.1737"
"22267","22266","22266","22266","3.1406","3.1406","3.1406"
"22286","22285","22285","22285","3.1563","3.1563","3.1563"
"22287","22286","22286","22286","3.1616","3.1616","3.1616"
"22293","22292","22292","22292","3.1631","3.1631","3.1631"
"22306","22305","22305","22305","3.1476","3.1476","3.1476"
"22319","22318","22318","22318","3.1805","3.1805","3.1805"
"22327","22326","22326","22326","3.1483","3.1483","3.1483"
"22329","22328","22328","22328","3.1703","3.1703","3.1703"
"22343","22342","22342","22342","3.1816","3.1816","3.1816"
"22344","22343","22343","22343","3.1659","3.1659","3.1659"
"22350","22349","22349","22349","3.1724","3.1724","3.1724"
"22364","22363","22363","22363","3.1513","3.1513","3.1513"
"22373","22372","22372","22372","3.1866","3.1866","3.1866"
"22374","22373","22373","22373","3.1853","3.1853","3.1853"
"22393","22392","22392","22392","3.1574","3.1574","3.1574"
"22398","22397","22397","22397","3.1445","3.1445","3.1445"
"22401","22400","22400","22400","3.2004","3.2004","3.2004"
"22404","22403","22403","22403","3.1741","3.1741","3.1741"
"22410","22409","22409","22409","3.1721","3.1721","3.1721"
"22424","22423","22423","22423","3.1344","3.1344","3.1344"
"22432","22431","22431","22431","3.1527","3.1527","3.1527"
"22446","22445","22445","22445","3.1909","3.1909","3.1909"
"22460","22459","22459","22459","3.1763","3.1763","3.1763"
"22494","22493","22493","22493","3.1584","3.1584","3.1584"
"22513","22512","22512","22512","3.1551","3.1551","3.1551"
"22522","22521","22521","22521","3.159","3.159","3.159"
"22523","22522","22522","22522","3.1586","3.1586","3.1586"
"22535","22534","22534","22534","3.1732","3.1732","3.1732"
"22538","22537","22537","22537","3.1838","3.1838","3.1838"
"22539","22538","22538","22538","3.1388","3.1388","3.1388"
"22567","22566","22566","22566","3.1787","3.1787","3.1787"
"22580","22579","22579","22579","3.1418","3.1418","3.1418"
"22590","22589","22589","22589","3.1492","3.1492","3.1492"
"22605","22604","22604","22604","3.1596","3.1596","3.1596"
"22612","22611","22611","22611","3.1663","3.1663","3.1663"
"22624","22623","22623","22623","3.1556","3.1556","3.1556"
"22637","22636","22636","22636","3.1709","3.1709","3.1709"
"22653","22652","22652","22652","3.1686","3.1686","3.1686"
"22656","22655","22655","22655","3.1483","3.1483","3.1483"
"22661","22660","22660","22660","3.1959","3.1959","3.1959"
"22687","22686","22686","22686","3.1701","3.1701","3.1701"
"22707","22706","22706","22706","3.1753","3.1753","3.1753"
"22721","22720","22720","22720","3.1561","3.1561","3.1561"
"22723","22722","22722","22722","3.159","3.159","3.159"
"22725","22724","22724","22724","3.1708","3.1708","3.1708"
"22726","22725","22725","22725","3.1588","3.1588","3.1588"
"22829","22828","22828","22828","3.1398","3.1398","3.1398"
"22837","22836","22836","22836","3.1707","3.1707","3.1707"
"22843","22842","22842","22842","3.1632","3.1632","3.1632"
"22877","22876","22876","22876","3.1706","3.1706","3.1706"
"22884","22883","22883","22883","3.141","3.141","3.141"
"22890","22889","22889","22889","3.1639","3.1639","3.1639"
"22906","22905","22905","22905","3.1697","3.1697","3.1697"
"22918","22917","22917","22917","3.1784","3.1784","3.1784"
"22922","22921","22921","22921","3.1607","3.1607","3.1607"
"22932","22931","22931","22931","3.1175","3.1175","3.1175"
"22933","22932","22932","22932","3.1678","3.1678","3.1678"
"22940","22939","22939","22939","3.1413","3.1413","3.1413"
"22949","22948","22948","22948","3.1588","3.1588","3.1588"
"22962","22961","22961","22961","3.1684","3.1684","3.1684"
"22986","22985","22985","22985","3.1395","3.1395","3.1395"
"23008","23007","23007","23007","3.1593","3.1593","3.1593"
"23011","23010","23010","23010","3.1605","3.1605","3.1605"
"23031","23030","23030","23030","3.1475","3.1475","3.1475"
"23032","23031","23031","23031","3.1595","3.1595","3.1595"
"23047","23046","23046","23046","3.1508","3.1508","3.1508"
"23051","23050","23050","23050","3.1466","3.1466","3.1466"
"23053","23052","23052","23052","3.1736","3.1736","3.1736"
"23059","23058","23058","23058","3.125","3.125","3.125"
"23077","23076","23076","23076","3.1541","3.1541","3.1541"
"23096","23095","23095","23095","3.1423","3.1423","3.1423"
"23099","23098","23098","23098","3.1567","3.1567","3.1567"
"23103","23102","23102","23102","3.1611","3.1611","3.1611"
"23108","23107","23107","23107","3.1152","3.1152","3.1152"
"23115","23114","23114","23114","3.1786","3.1786","3.1786"
"23116","23115","23115","23115","3.1331","3.1331","3.1331"
"23121","23120","23120","23120","3.1413","3.1413","3.1413"
"23122","23121","23121","23121","3.1541","3.1541","3.1541"
"23135","23134","23134","23134","3.1714","3.1714","3.1714"
"23146","23145","23145","23145","3.2025","3.2025","3.2025"
"23147","23146","23146","23146","3.1768","3.1768","3.1768"
"23160","23159","23159","23159","3.1493","3.1493","3.1493"
"23166","23165","23165","23165","3.1494","3.1494","3.1494"
"23171","23170","23170","23170","3.1582","3.1582","3.1582"
"23173","23172","23172","23172","3.1457","3.1457","3.1457"
"23182","23181","23181","23181","3.1467","3.1467","3.1467"
"23183","23182","23182","23182","3.1676","3.1676","3.1676"
"23190","23189","23189","23189","3.1338","3.1338","3.1338"
"23191","23190","23190","23190","3.1598","3.1598","3.1598"
"23192","23191","23191","23191","3.1714","3.1714","3.1714"
"23194","23193","23193","23193","3.12","3.12","3.12"
"23212","23211","23211","23211","3.1477","3.1477","3.1477"
"23217","23216","23216","23216","3.159","3.159","3.159"
"23247","23246","23246","23246","3.1497","3.1497","3.1497"
"23256","23255","23255","23255","3.1401","3.1401","3.1401"
"23260","23259","23259","23259","3.1696","3.1696","3.1696"
"23261","23260","23260","23260","3.146","3.146","3.146"
"23267","23266","23266","23266","3.145","3.145","3.145"
"23293","23292","23292","23292","3.1575","3.1575","3.1575"
"23296","23295","23295","23295","3.1379","3.1379","3.1379"
"23304","23303","23303","23303","3.1635","3.1635","3.1635"
"23309","23308","23308","23308","3.1647","3.1647","3.1647"
"23323","23322","23322","23322","3.1552","3.1552","3.1552"
"23329","23328","23328","23328","3.1415","3.1415","3.1415"
"23346","23345","23345","23345","3.1703","3.1703","3.1703"
"23357","23356","23356","23356","3.163","3.163","3.163"
"23358","23357","23357","23357","3.1421","3.1421","3.1421"
"23361","23360","23360","23360","3.1732","3.1732","3.1732"
"23363","23362","23362","23362","3.1486","3.1486","3.1486"
"23371","23370","23370","23370","3.1532","3.1532","3.1532"
"23390","23389","23389","23389","3.1484","3.1484","3.1484"
"23395","23394","23394","23394","3.1599","3.1599","3.1599"
"23401","23400","23400","23400","3.135","3.135","3.135"
"23413","23412","23412","23412","3.1573","3.1573","3.1573"
"23421","23420","23420","23420","3.1501","3.1501","3.1501"
"23431","23430","23430","23430","3.1567","3.1567","3.1567"
"23435","23434","23434","23434","3.1531","3.1531","3.1531"
"23441","23440","23440","23440","3.1595","3.1595","3.1595"
"23447","23446","23446","23446","3.156","3.156","3.156"
"23460","23459","23459","23459","3.1598","3.1598","3.1598"
"23462","23461","23461","23461","3.1727","3.1727","3.1727"
"23467","23466","23466","23466","3.1547","3.1547","3.1547"
"23469","23468","23468","23468","3.1352","3.1352","3.1352"
"23555","23554","23554","23554","3.1491","3.1491","3.1491"
"23561","23560","23560","23560","3.1583","3.1583","3.1583"
"23563","23562","23562","23562","3.1602","3.1602","3.1602"
"23565","23564","23564","23564","3.141","3.141","3.141"
"23569","23568","23568","23568","3.171","3.171","3.171"
"23571","23570","23570","23570","3.15","3.15","3.15"
"23577","23576","23576","23576","3.1483","3.1483","3.1483"
"23588","23587","23587","23587","3.1374","3.1374","3.1374"
"23611","23610","23610","23610","3.1258","3.1258","3.1258"
"23640","23639","23639","23639","3.1252","3.1252","3.1252"
"23649","23648","23648","23648","3.1614","3.1614","3.1614"
"23668","23667","23667","23667","3.1245","3.1245","3.1245"
"23672","23671","23671","23671","3.1531","3.1531","3.1531"
"23693","23692","23692","23692","3.148","3.148","3.148"
"23699","23698","23698","23698","3.1217","3.1217","3.1217"
"23708","23707","23707","23707","3.1442","3.1442","3.1442"
"23712","23711","23711","23711","3.1564","3.1564","3.1564"
"23717","23716","23716","23716","3.1587","3.1587","3.1587"
"23730","23729","23729","23729","3.148","3.148","3.148"
"23758","23757","23757","23757","3.1554","3.1554","3.1554"
"23772","23771","23771","23771","3.1255","3.1255","3.1255"
"23783","23782","23782","23782","3.1484","3.1484","3.1484"
"23784","23783","23783","23783","3.1467","3.1467","3.1467"
"23793","23792","23792","23792","3.1348","3.1348","3.1348"
"23854","23853","23853","23853","3.1355","3.1355","3.1355"
"23856","23855","23855","23855","3.1258","3.1258","3.1258"
"23889","23888","23888","23888","3.1161","3.1161","3.1161"
"23928","23927","23927","23927","3.1364","3.1364","3.1364"
"23933","23932","23932","23932","3.1269","3.1269","3.1269"
"23948","23947","23947","23947","3.1458","3.1458","3.1458"
"23949","23948","23948","23948","3.1438","3.1438","3.1438"
"23963","23962","23962","23962","3.112","3.112","3.112"
"23964","23963","23963","23963","3.1436","3.1436","3.1436"
"23968","23967","23967","23967","3.1783","3.1783","3.1783"
"23969","23968","23968","23968","3.1528","3.1528","3.1528"
"23975","23974","23974","23974","3.1326","3.1326","3.1326"
"23991","23990","23990","23990","3.1336","3.1336","3.1336"
"24021","24020","24020","24020","3.1297","3.1297","3.1297"
"24032","24031","24031","24031","3.1047","3.1047","3.1047"
"24037","24036","24036","24036","3.1328","3.1328","3.1328"
"24047","24046","24046","24046","3.1625","3.1625","3.1625"
"24094","24093","24093","24093","3.1222","3.1222","3.1222"
"24101","24100","24100","24100","3.1295","3.1295","3.1295"
"24118","24117","24117","24117","3.1217","3.1217","3.1217"
"24120","24119","24119","24119","3.1337","3.1337","3.1337"
"24138","24137","24137","24137","3.1273","3.1273","3.1273"
"24144","24143","24143","24143","3.1436","3.1436","3.1436"
"24148","24147","24147","24147","3.1271","3.1271","3.1271"
"24179","24178","24178","24178","3.122","3.122","3.122"
"24185","24184","24184","24184","3.1218","3.1218","3.1218"
"24197","24196","24196","24196","3.1294","3.1294","3.1294"
"24202","24201","24201","24201","3.1269","3.1269","3.1269"
"24217","24216","24216","24216","3.1469","3.1469","3.1469"
"24220","24219","24219","24219","3.1458","3.1458","3.1458"
"24236","24235","24235","24235","3.1292","3.1292","3.1292"
"24237","24236","24236","24236","3.13","3.13","3.13"
"24240","24239","24239","24239","3.1366","3.1366","3.1366"
"24250","24249","24249","24249","3.1326","3.1326","3.1326"
"24252","24251","24251","24251","3.1294","3.1294","3.1294"
"24280","24279","24279","24279","3.1508","3.1508","3.1508"
"24285","24284","24284","24284","3.1178","3.1178","3.1178"
"24286","24285","24285","24285","3.145","3.145","3.145"
"24297","24296","24296","24296","3.1367","3.1367","3.1367"
"24298","24297","24297","24297","3.1349","3.1349","3.1349"
"24299","24298","24298","24298","3.1242","3.1242","3.1242"
"24317","24316","24316","24316","3.1791","3.1791","3.1791"
"24325","24324","24324","24324","3.1304","3.1304","3.1304"
"24337","24336","24336","24336","3.1352","3.1352","3.1352"
"24338","24337","24337","24337","3.1663","3.1663","3.1663"
"24347","24346","24346","24346","3.1482","3.1482","3.1482"
"24356","24355","24355","24355","3.1675","3.1675","3.1675"
"24365","24364","24364","24364","3.1333","3.1333","3.1333"
"24372","24371","24371","24371","3.1453","3.1453","3.1453"
"24382","24381","24381","24381","3.1533","3.1533","3.1533"
"24390","24389","24389","24389","3.1288","3.1288","3.1288"
"24394","24393","24393","24393","3.1597","3.1597","3.1597"
"24400","24399","24399","24399","3.148","3.148","3.148"
"24407","24406","24406","24406","3.1472","3.1472","3.1472"
"24450","24449","24449","24449","3.1131","3.1131","3.1131"
"24455","24454","24454","24454","3.1367","3.1367","3.1367"
"24457","24456","24456","24456","3.146","3.146","3.146"
"24462","24461","24461","24461","3.1526","3.1526","3.1526"
"24464","24463","24463","24463","3.171","3.171","3.171"
"24473","24472","24472","24472","3.169","3.169","3.169"
"24496","24495","24495","24495","3.1466","3.1466","3.1466"
"24503","24502","24502","24502","3.1253","3.1253","3.1253"
"24507","24506","24506","24506","3.1374","3.1374","3.1374"
"24510","24509","24509","24509","3.129","3.129","3.129"
"24521","24520","24520","24520","3.1369","3.1369","3.1369"
"24525","24524","24524","24524","3.1474","3.1474","3.1474"
"24536","24535","24535","24535","3.1379","3.1379","3.1379"
"24550","24549","24549","24549","3.1237","3.1237","3.1237"
"24551","24550","24550","24550","3.1419","3.1419","3.1419"
"24553","24552","24552","24552","3.1512","3.1512","3.1512"
"24556","24555","24555","24555","3.1451","3.1451","3.1451"
"24562","24561","24561","24561","3.1394","3.1394","3.1394"
"24563","24562","24562","24562","3.1609","3.1609","3.1609"
"24566","24565","24565","24565","3.1405","3.1405","3.1405"
"24568","24567","24567","24567","3.141","3.141","3.141"
"24571","24570","24570","24570","3.1728","3.1728","3.1728"
"24576","24575","24575","24575","3.1349","3.1349","3.1349"
"24583","24582","24582","24582","3.1475","3.1475","3.1475"
"24601","24600","24600","24600","3.145","3.145","3.145"
"24607","24606","24606","24606","3.1609","3.1609","3.1609"
"24616","24615","24615","24615","3.1555","3.1555","3.1555"
"24622","24621","24621","24621","3.1224","3.1224","3.1224"
"24627","24626","24626","24626","3.1254","3.1254","3.1254"
"24638","24637","24637","24637","3.1338","3.1338","3.1338"
"24642","24641","24641","24641","3.1411","3.1411","3.1411"
"24644","24643","24643","24643","3.1302","3.1302","3.1302"
"24647","24646","24646","24646","3.1347","3.1347","3.1347"
"24650","24649","24649","24649","3.1418","3.1418","3.1418"
"24661","24660","24660","24660","3.1221","3.1221","3.1221"
"24681","24680","24680","24680","3.1309","3.1309","3.1309"
"24682","24681","24681","24681","3.1252","3.1252","3.1252"
"24694","24693","24693","24693","3.1205","3.1205","3.1205"
"24702","24701","24701","24701","3.1265","3.1265","3.1265"
"24705","24704","24704","24704","3.1487","3.1487","3.1487"
"24707","24706","24706","24706","3.1646","3.1646","3.1646"
"24710","24709","24709","24709","3.1351","3.1351","3.1351"
"24711","24710","24710","24710","3.1209","3.1209","3.1209"
"24713","24712","24712","24712","3.1264","3.1264","3.1264"
"24722","24721","24721","24721","3.134","3.134","3.134"
"24733","24732","24732","24732","3.1466","3.1466","3.1466"
"24743","24742","24742","24742","3.1224","3.1224","3.1224"
"24752","24751","24751","24751","3.1218","3.1218","3.1218"
"24758","24757","24757","24757","3.1292","3.1292","3.1292"
"24762","24761","24761","24761","3.166","3.166","3.166"
"24767","24766","24766","24766","3.1728","3.1728","3.1728"
"24783","24782","24782","24782","3.1596","3.1596","3.1596"
"24794","24793","24793","24793","3.1402","3.1402","3.1402"
"24798","24797","24797","24797","3.1558","3.1558","3.1558"
"24799","24798","24798","24798","3.1309","3.1309","3.1309"
"24806","24805","24805","24805","3.1117","3.1117","3.1117"
"24811","24810","24810","24810","3.1321","3.1321","3.1321"
"24816","24815","24815","24815","3.1322","3.1322","3.1322"
